0.6,7.52331504326671,
1.2,7.45309580761198,
1.8,7.39701805165799,
2.4,7.46570155848221,
3,7.45116566059331,
3.6,7.32576231092959,
4.2,7.26766382103814,
4.8,7.29976169454085,
5.4,7.2930852140841,
6,7.20763200767521,
6.6,7.19602668731,
7.2,7.13454367058004,
7.8,7.14101450738439,
8.4,7.02117169770518,
9,7.07459299243593,
9.6,7.10823951761486,
10.2,7.03165082667227,
10.8,6.95343431836663,
11.4,6.89156027447799,
12,6.98165311281042,
12.6,6.9461375603634,
13.2,6.82763065457046,
13.8,6.86089226947909,
14.4,6.85461647618076,
15,6.74807091793626,
15.6,6.81994384524227,
16.2,6.8154978092753,
16.8,6.79266181731575,
17.4,6.75268693052545,
18,6.61065314762155,
18.6,6.63043681285538,
19.2,6.5629299520604,
19.8,6.63521985445168,
20.4,6.52038806746204,
21,6.51963436942564,
21.6,6.49235516937467,
22.2,6.4295085206397,
22.8,6.4956762661065,
23.4,6.41756014540723,
24,6.45524303766897,
24.6,6.45492362692954,
25.2,6.35454254030304,
25.8,6.34543106320951,
26.4,6.38907314180794,
27,6.30974561916685,
27.6,6.30878297395108,
28.2,6.34728948946171,
28.8,6.25929346909039,
29.4,6.26944517132396,
30,6.16749697731027,
30.6,6.17048006982862,
31.2,6.17129539828946,
31.8,6.18973842098686,
32.4,6.15776661814394,
33,6.18021996447586,
33.6,6.0847511619784,
34.2,6.1308260747508,
34.8,6.07056761428909,
35.4,6.07532982990718,
36,5.97844562438239,
36.6,6.00700613566555,
37.2,5.96125632357517,
37.8,6.02283820922172,
38.4,5.98770258182783,
39,5.87197216045022,
39.6,5.91738089975388,
40.2,5.93311723285453,
40.8,5.88393240607797,
41.4,5.91436032679363,
42,5.82458346705318,
42.6,5.91060597670363,
43.2,5.75738659273803,
43.8,5.74683195228693,
44.4,5.79683038970261,
45,5.71680852618338,
45.6,5.77125130672088,
46.2,5.8114452879595,
46.8,5.79066716370708,
47.4,5.69333489087665,
48,5.73738232752924,
48.6,5.76039410043132,
49.2,5.67360508450518,
49.8,5.63029462464277,
50.4,5.68196196724864,
51,5.68665646621477,
51.6,5.53535402711407,
52.2,5.59915170215605,
52.8,5.53317976004951,
53.4,5.54568020933542,
54,5.63020053929478,
54.6,5.54667168589115,
55.2,5.53392916100392,
55.8,5.58520110815003,
56.4,5.43385669487728,
57,5.43288797461374,
57.6,5.46824896616568,
58.2,5.45623855320164,
58.8,5.47223749337318,
59.4,5.46160725970687,
60,5.48689097165285,
60.6,5.46023489155363,
61.2,5.37799225952295,
